SKU,Category,UnitCost,StorePrice,CostChangePct,Competitor_BigBoxDepot,Competitor_ValueMart,Competitor_QuickShop,WeeklyUnitsSold,DaysSinceLastChange,ElectronicShelfLabel,RelabelCost,Relabel
SKU11172,Apparel,10.88,16.07,-0.52,15.08,16.21,16.91,31,155,1,0.03,0
SKU11173,Household,15.43,18.92,-0.69,21.35,26.48,21.25,29,235,0,0.85,1
SKU11174,Electronics,34.32,43.89,2.35,59.07,47.64,45.88,40,234,0,1.63,0
SKU11175,Grocery,1.91,3.24,-0.85,2.62,2.97,2.54,31,256,0,0.61,1
SKU11176,Apparel,6.15,10.25,4.36,8.73,10.1,8.47,46,349,0,1.64,1
SKU11177,Household,6.34,8.23,-4.43,9.79,10.43,9.51,38,218,0,1.42,0
SKU11178,Grocery,2.78,4.52,0.85,4.08,3.82,4.21,82,131,0,2.33,0
SKU11179,Grocery,2.89,4.34,7.07,3.87,4.11,4.78,27,298,0,2.45,0
SKU11180,Grocery,1.27,2.21,0.88,1.76,1.87,1.56,75,38,0,0.93,1
SKU11181,Apparel,13.8,19.8,-2.18,19.84,21.92,22.92,90,320,1,0.05,0
SKU11182,Household,13.18,18.25,1.25,19.64,21.77,21.31,51,234,1,0.05,0
SKU11183,Household,5.88,7.15,-2.46,7.72,8.61,8.08,93,315,0,0.48,1
SKU11184,Electronics,58.09,78.29,4.68,90.14,99.63,84.35,85,286,0,1.29,0
SKU11185,Household,5.96,7.18,2.02,9.31,9.39,9.15,41,357,1,0.04,1
SKU11186,PersonalCare,4.08,6.06,0.58,5.58,5.64,6.06,35,268,0,1.71,0
SKU11187,Apparel,25.34,34.95,4.36,36.32,41.16,38.41,56,153,0,0.55,0
SKU11188,Electronics,61.69,89.42,1.22,94.32,76.99,103.31,127,86,1,0.1,0
SKU11189,Grocery,5.17,6.74,-1.27,7.24,7.57,7.34,75,297,0,0.6,0
SKU11190,Household,22.72,34.48,0.22,27.34,27.75,32.69,41,69,0,1.08,0
SKU11191,Household,7.97,12.66,-1.57,10.75,11.97,9.16,38,238,0,0.75,1
SKU11192,Apparel,13.84,19.54,-2.85,24.76,22.8,19.52,58,227,0,1.55,0
SKU11193,Grocery,3.72,5.04,3.97,5.02,5.92,4.88,75,82,1,0.08,0
SKU11194,Grocery,6.68,10.81,-1.12,9.48,7.89,7.59,72,355,0,1.91,1
SKU11195,Apparel,21.42,36.11,-0.94,36.42,32.74,35.77,129,32,0,0.97,0
SKU11196,Household,5.36,7.67,5.1,7.43,8.47,8.21,83,353,0,1.55,1
SKU11197,Grocery,2.42,3.93,-3.83,3.34,3.89,3.07,64,95,0,1.16,1
SKU11198,Grocery,4.14,7.33,-1.78,5.55,6.56,5.63,65,145,0,1.31,1
SKU11199,Grocery,4.4,7.0,-0.7,6.64,7.07,6.7,97,194,0,0.69,0
SKU11200,Household,9.88,16.76,7.81,13.26,12.76,12.0,59,339,0,1.92,1
SKU11201,Household,10.24,18.35,0.79,15.97,15.1,13.28,22,238,0,0.6,1
SKU11202,PersonalCare,5.51,8.26,2.19,8.78,7.68,7.91,25,7,0,1.82,0
SKU11203,Electronics,59.39,106.03,1.74,97.65,87.5,82.11,100,279,1,0.05,1
SKU11204,Grocery,4.68,6.07,-3.44,7.51,7.11,6.98,80,137,0,2.32,0
SKU11205,Apparel,9.36,14.37,3.0,13.27,12.76,12.67,69,352,0,2.47,0
SKU11206,Grocery,1.99,2.96,4.9,2.55,2.81,3.6,28,184,0,1.94,0
SKU11207,Apparel,15.57,23.3,8.3,20.94,24.43,20.6,51,291,1,0.04,1
SKU11208,Grocery,2.91,3.54,0.72,5.08,4.09,3.71,103,26,0,0.86,1
SKU11209,Apparel,7.32,13.1,3.9,10.6,10.4,11.08,83,17,0,1.47,0
SKU11210,PersonalCare,8.5,10.85,5.19,12.98,12.69,13.9,17,237,1,0.07,1
SKU11211,PersonalCare,7.25,9.18,1.82,9.34,12.22,9.22,10,327,0,1.8,1
SKU11212,Electronics,84.29,141.41,9.96,134.14,120.9,115.04,93,129,1,0.07,1
SKU11213,Grocery,3.42,5.83,9.35,5.06,4.34,5.1,71,15,0,0.79,1
SKU11214,Grocery,3.62,5.2,7.4,4.94,4.89,5.82,63,209,1,0.04,0
SKU11215,Grocery,1.83,2.84,-3.46,2.87,2.75,2.67,64,52,0,1.74,0
SKU11216,Grocery,6.6,11.08,0.59,9.91,8.27,10.08,76,30,0,1.53,0
SKU11217,Grocery,4.62,8.12,4.68,5.62,6.3,5.68,83,120,1,0.08,1
SKU11218,PersonalCare,8.97,11.57,1.95,13.72,12.21,11.27,37,283,0,0.64,0
SKU11219,Grocery,3.13,5.1,-5.18,4.63,5.62,4.17,46,151,0,2.08,0
SKU11220,Grocery,3.4,5.09,2.53,4.47,5.45,4.78,36,156,0,1.08,0
SKU11221,Apparel,16.21,28.45,9.7,22.76,22.18,22.27,74,147,1,0.05,1
SKU11222,Apparel,9.94,15.08,8.2,13.63,13.44,14.65,54,260,0,0.98,1
SKU11223,Grocery,2.46,3.05,5.05,3.96,3.22,3.38,88,119,0,2.35,0
SKU11224,Household,19.61,34.94,1.98,30.02,29.28,25.78,96,324,1,0.03,1
SKU11225,Electronics,52.35,92.48,1.67,75.55,77.05,79.56,63,302,1,0.05,1
SKU11226,Apparel,10.23,12.88,2.83,14.9,13.14,16.75,74,14,0,1.28,0
SKU11227,Grocery,1.84,2.42,-0.31,2.76,2.82,2.71,68,168,1,0.1,0
SKU11228,Apparel,8.21,10.3,-0.22,12.57,13.53,11.19,41,337,0,2.41,0
SKU11229,Grocery,4.04,6.03,2.38,6.47,6.3,5.45,99,35,0,1.91,0
SKU11230,Electronics,29.09,37.06,9.89,48.3,43.16,41.16,23,321,0,2.18,1
SKU11231,PersonalCare,3.66,6.27,3.99,4.97,6.22,5.46,31,173,0,0.65,1
SKU11232,Grocery,3.17,4.49,2.71,4.39,4.85,4.12,28,148,1,0.06,1
SKU11233,Apparel,16.36,26.1,6.05,23.61,24.87,22.71,13,299,1,0.1,1
SKU11234,Household,14.17,21.87,8.4,19.8,22.6,20.56,59,79,0,0.48,0
SKU11235,Grocery,2.4,4.24,6.39,3.75,3.09,3.48,36,62,0,1.24,1
SKU11236,Household,5.81,9.93,-2.44,7.99,10.0,7.98,64,274,0,1.91,0
SKU11237,Grocery,4.1,6.84,8.62,5.9,6.17,6.03,113,29,1,0.03,0
SKU11238,Household,6.39,7.73,5.22,9.06,9.4,8.98,46,164,0,2.08,0
SKU11239,Electronics,65.15,94.34,-3.29,101.16,103.46,83.97,155,122,0,1.61,0
SKU11240,Apparel,11.26,17.99,0.37,18.19,15.01,16.82,68,193,0,2.13,0
SKU11241,Apparel,7.64,11.18,-6.99,10.48,10.4,11.62,43,353,0,1.89,0
SKU11242,PersonalCare,4.32,5.46,-1.52,5.94,6.67,6.65,111,107,0,2.49,1
SKU11243,Household,3.94,5.2,1.35,6.26,6.14,6.14,78,311,0,0.82,1
SKU11244,PersonalCare,4.69,7.47,2.87,7.34,6.09,6.95,49,44,0,0.74,0
SKU11245,PersonalCare,7.39,8.96,0.12,11.34,10.76,10.11,100,256,1,0.09,1
SKU11246,Household,8.12,12.26,2.46,13.67,10.99,11.58,55,353,0,1.68,1
SKU11247,Grocery,3.29,4.73,-0.39,5.02,4.68,4.77,51,267,1,0.02,0
SKU11248,Household,4.46,5.63,3.34,6.54,5.96,6.3,18,359,0,1.96,0
SKU11249,Apparel,9.85,16.47,1.61,13.46,15.73,15.01,53,193,0,1.85,0
SKU11250,Electronics,37.45,59.57,4.04,53.83,56.56,48.33,33,257,0,1.49,0
SKU11251,Grocery,3.88,6.78,5.41,6.06,5.19,5.93,42,176,0,1.66,1
SKU11252,PersonalCare,18.54,30.19,4.61,28.93,28.58,26.6,45,19,0,1.59,0
SKU11253,Electronics,32.73,55.96,0.67,44.6,48.39,45.78,82,190,0,1.45,0
SKU11254,Grocery,5.3,8.76,-5.31,7.01,7.8,7.2,32,338,1,0.04,1
SKU11255,Apparel,8.24,11.38,3.62,10.07,10.58,10.34,59,324,0,2.02,1
SKU11256,Household,4.96,7.8,-4.09,7.05,6.56,6.75,84,37,0,2.06,0
SKU11257,Household,3.26,5.41,4.75,5.07,4.7,4.66,37,356,0,1.18,1
SKU11258,Household,5.56,8.91,6.38,8.51,7.5,8.6,49,218,0,2.02,1
SKU11259,Household,12.65,16.16,5.65,18.31,17.86,17.17,70,63,0,2.39,0
SKU11260,PersonalCare,5.87,9.59,6.58,7.93,9.15,9.94,66,287,0,0.79,1
SKU11261,Apparel,23.93,42.84,5.97,40.33,37.94,32.92,101,101,0,2.24,0
SKU11262,Grocery,2.76,4.1,-1.84,4.02,4.02,3.67,42,218,1,0.1,1
SKU11263,Household,12.75,20.63,-3.57,18.44,18.16,16.74,71,111,1,0.03,1
SKU11264,Grocery,2.69,3.53,-7.24,4.36,3.32,3.43,78,131,0,1.87,0
SKU11265,Household,11.76,16.07,2.01,19.02,17.22,16.81,32,233,0,2.03,0
SKU11266,Apparel,28.81,48.82,3.44,42.76,40.58,40.31,101,280,1,0.05,1
SKU11267,Household,7.12,9.77,2.97,9.37,10.1,10.9,58,209,0,0.84,0
SKU11268,Apparel,7.52,11.09,1.33,11.59,11.78,10.91,38,216,0,2.09,0
SKU11269,Grocery,7.89,10.09,5.51,12.32,10.22,11.44,100,74,0,2.18,1
SKU11270,Electronics,30.0,46.5,2.78,42.82,47.38,42.43,127,154,0,1.94,0
SKU11271,Grocery,2.68,4.06,-4.86,4.46,3.57,3.69,50,93,0,2.2,0
SKU11272,Grocery,3.0,4.72,-4.03,4.22,3.84,4.96,101,21,0,1.67,0
SKU11273,Household,11.9,16.56,6.52,18.07,16.04,17.74,41,240,0,1.7,1
SKU11274,PersonalCare,8.07,12.06,3.63,11.1,10.67,11.21,58,302,0,1.86,1
SKU11275,Apparel,18.54,23.51,-4.28,25.9,27.06,27.15,38,118,0,1.97,0
SKU11276,Grocery,3.05,5.26,6.75,4.67,5.38,3.99,22,108,1,0.09,0
SKU11277,Grocery,3.16,4.63,-0.11,5.24,5.5,4.92,43,297,0,1.0,1
SKU11278,Grocery,5.0,6.42,6.35,6.32,7.15,6.07,112,291,0,0.84,1
SKU11279,Electronics,93.99,147.53,-0.2,156.61,135.95,142.59,93,273,0,0.97,0
SKU11280,PersonalCare,3.38,5.62,6.21,5.13,5.66,4.72,28,179,1,0.05,0
SKU11281,Electronics,78.14,118.4,4.68,97.68,127.07,127.25,51,165,0,2.43,0
SKU11282,Apparel,21.38,35.92,-0.24,29.35,29.05,31.5,91,147,0,0.65,0
SKU11283,Household,10.66,13.55,-0.3,16.91,16.59,16.25,52,15,0,1.55,1
SKU11284,Apparel,10.14,17.91,6.97,12.79,15.44,12.9,52,174,0,0.79,1
SKU11285,Household,8.3,10.62,3.01,11.32,13.69,11.17,35,175,0,1.57,0
SKU11286,Apparel,16.57,24.67,-2.82,26.25,31.61,24.67,69,8,0,0.69,1
SKU11287,Grocery,2.61,4.25,-2.37,4.47,3.81,3.6,38,153,0,0.97,0
SKU11288,Apparel,23.7,36.42,-0.44,30.32,37.65,33.7,30,42,0,1.11,0
SKU11289,Grocery,2.82,4.06,0.84,4.24,4.2,4.99,60,208,1,0.08,0
SKU11290,Grocery,6.97,12.09,-3.36,11.16,10.5,9.0,33,150,0,1.49,0
SKU11291,Grocery,1.78,2.27,8.4,2.53,2.43,2.32,66,194,1,0.09,1
SKU11292,Household,4.3,7.09,-2.27,6.1,6.16,5.8,75,38,0,2.43,0
SKU11293,Grocery,1.49,1.94,-2.66,2.07,2.32,2.04,36,78,0,2.35,1
SKU11294,Electronics,61.91,78.2,-5.91,92.52,84.2,89.7,45,62,0,0.46,1
SKU11295,Electronics,29.89,38.85,0.82,43.51,45.89,40.46,93,44,0,1.07,0
SKU11296,Grocery,2.41,3.89,0.26,3.37,3.67,3.44,40,115,0,1.55,0
SKU11297,Apparel,21.06,25.88,4.43,28.41,30.53,28.18,25,77,0,1.55,0
SKU11298,Electronics,98.11,152.18,-0.44,155.62,177.71,136.8,32,355,0,0.65,0
SKU11299,PersonalCare,4.26,6.79,1.3,5.67,6.94,6.63,133,294,1,0.05,1
SKU11300,PersonalCare,11.06,17.12,0.85,16.0,17.69,15.23,78,245,0,1.25,0
SKU11301,PersonalCare,7.63,10.51,1.47,10.74,12.57,10.02,36,231,0,0.47,1
SKU11302,PersonalCare,5.94,7.74,-0.11,9.15,8.9,9.14,172,58,0,1.47,0
SKU11303,PersonalCare,3.49,5.01,-1.15,5.52,4.97,4.85,48,189,0,0.9,1
SKU11304,PersonalCare,3.17,5.67,2.25,4.62,4.97,4.63,65,136,0,0.61,1
SKU11305,PersonalCare,6.15,8.33,5.95,9.3,9.4,8.66,157,213,0,2.35,0
SKU11306,Household,8.46,13.24,11.66,11.75,13.51,12.27,30,203,0,1.95,0
SKU11307,Grocery,2.55,3.3,-2.83,4.26,3.85,3.54,98,64,1,0.06,1
SKU11308,PersonalCare,3.82,4.82,-2.16,5.25,5.53,5.42,58,133,1,0.05,1
SKU11309,Grocery,1.92,2.84,0.96,3.36,2.72,2.8,47,242,0,2.1,0
SKU11310,PersonalCare,7.01,11.0,4.99,9.05,9.24,9.35,46,187,0,0.88,0
SKU11311,PersonalCare,8.09,11.09,2.49,11.37,10.66,14.35,65,150,0,1.2,1
SKU11312,Electronics,61.94,108.51,-0.97,91.43,103.59,81.72,65,173,0,1.51,1
SKU11313,Grocery,4.59,8.04,4.92,6.55,6.82,6.96,34,37,1,0.03,1
SKU11314,Electronics,35.06,43.94,-3.87,41.46,53.28,50.99,43,93,0,0.98,1
SKU11315,Apparel,28.64,48.35,0.01,45.76,39.51,39.91,118,204,0,0.49,0
SKU11316,Grocery,2.21,2.85,-1.82,3.09,3.08,3.09,57,288,0,1.15,1
SKU11317,PersonalCare,7.72,10.99,-2.54,12.4,11.98,11.92,52,55,0,1.83,0
SKU11318,Apparel,11.63,19.03,-3.85,16.21,17.5,19.03,39,175,0,1.16,0
SKU11319,PersonalCare,3.61,5.19,-1.17,5.44,6.17,4.55,39,11,0,2.03,0
SKU11320,Grocery,2.6,4.28,-1.34,4.09,3.07,4.57,42,187,1,0.07,1
SKU11321,PersonalCare,7.64,11.92,-4.67,10.35,11.44,11.47,42,135,0,1.76,0
SKU11322,Grocery,5.69,9.85,-4.53,8.93,8.68,7.51,9,92,0,0.42,0
SKU11323,Apparel,16.12,20.44,-1.66,23.81,22.62,26.08,29,151,0,0.9,0
SKU11324,PersonalCare,1.59,2.79,3.37,2.27,2.5,2.45,74,12,1,0.06,1
SKU11325,Electronics,62.4,105.68,-3.32,105.47,88.79,85.29,116,70,1,0.05,0
SKU11326,Grocery,1.34,2.15,2.92,2.25,1.98,2.37,61,49,1,0.04,1
SKU11327,PersonalCare,14.23,23.55,1.45,24.65,25.05,20.19,18,323,0,1.36,0
SKU11328,Electronics,49.43,78.45,3.32,72.6,65.43,76.28,23,60,1,0.06,1
SKU11329,Grocery,3.73,4.49,-5.21,4.82,5.77,5.17,15,231,0,0.72,0
SKU11330,PersonalCare,9.4,12.37,-2.12,11.97,13.16,12.4,67,283,0,1.45,0
SKU11331,Apparel,12.28,18.3,3.86,18.24,16.03,19.22,27,87,1,0.02,0
SKU11332,PersonalCare,5.32,7.07,9.26,7.36,8.19,8.04,38,15,0,2.06,1
SKU11333,Electronics,37.76,52.98,-1.16,56.59,44.15,68.92,54,267,0,1.36,1
SKU11334,Grocery,3.7,4.69,-5.48,5.2,5.66,6.11,20,20,0,1.88,0
SKU11335,Electronics,46.56,71.13,2.61,59.52,58.97,69.62,57,187,0,2.34,0
SKU11336,Household,8.84,12.86,7.05,12.91,12.87,13.85,40,307,1,0.07,0
SKU11337,Household,1.78,2.9,2.11,2.87,2.43,2.88,47,359,1,0.09,1
SKU11338,Grocery,3.34,4.36,-1.33,4.72,5.36,5.0,49,189,0,1.79,0
SKU11339,Grocery,1.7,2.2,-1.28,2.35,2.53,2.56,45,57,0,1.39,1
SKU11340,Grocery,11.92,15.14,5.52,15.59,18.18,15.61,110,29,1,0.07,0
SKU11341,Grocery,4.99,8.68,11.47,7.35,6.36,6.91,58,240,0,0.42,1
SKU11342,Household,12.13,19.67,7.14,18.2,20.05,16.56,44,98,0,0.93,0
SKU11343,Household,9.87,17.03,4.0,14.22,13.5,15.02,47,236,0,1.2,0
SKU11344,Apparel,18.88,24.63,3.41,28.42,31.6,24.75,67,73,0,0.45,1
SKU11345,Household,5.32,7.33,1.08,8.52,7.08,7.13,112,257,0,0.47,1
SKU11346,Household,11.37,18.73,2.02,17.27,18.68,17.68,50,361,0,1.14,0
SKU11347,Grocery,5.13,7.02,0.99,5.99,8.22,8.47,59,14,1,0.04,0
SKU11348,Grocery,3.79,5.32,-5.86,6.07,6.23,5.12,71,261,0,0.48,1
SKU11349,Grocery,4.95,7.17,-8.18,7.28,6.59,7.01,97,338,0,0.81,0
SKU11350,Grocery,5.64,8.38,3.38,7.32,7.98,8.47,97,128,1,0.02,0
SKU11351,Grocery,3.52,4.52,0.77,5.34,5.2,5.08,50,156,0,1.58,0
SKU11352,Household,4.82,8.5,-1.29,6.54,7.58,7.49,33,214,0,2.13,0
SKU11353,Grocery,5.06,7.91,2.15,6.72,9.02,7.84,80,170,0,1.15,0
SKU11354,Grocery,6.96,12.11,2.16,10.37,10.06,8.86,116,256,1,0.1,1
SKU11355,Apparel,8.17,12.76,-2.74,12.78,12.0,10.38,37,87,0,2.31,0
SKU11356,Household,13.52,17.38,-3.44,21.93,19.21,20.33,29,332,0,2.31,0
SKU11357,Household,8.99,16.08,4.42,12.88,14.89,15.15,71,341,0,1.27,1
SKU11358,Apparel,18.48,30.47,-2.59,27.46,25.53,27.33,60,119,1,0.03,0
SKU11359,Apparel,20.51,35.13,1.9,28.86,28.08,25.8,44,209,1,0.07,1
SKU11360,Apparel,8.68,13.96,1.53,11.61,13.72,11.43,48,237,1,0.07,1
SKU11361,Electronics,51.36,62.31,0.08,60.4,73.48,74.05,16,91,0,1.23,0
SKU11362,Grocery,5.55,9.84,0.28,8.7,9.84,8.21,52,355,1,0.04,1
SKU11363,PersonalCare,11.41,14.08,1.07,16.97,16.94,16.61,62,64,0,0.82,1
SKU11364,Electronics,66.75,82.4,0.96,101.2,79.91,106.15,23,243,0,0.57,0
SKU11365,PersonalCare,3.94,5.58,-3.4,5.68,5.56,5.7,26,301,0,0.99,0
SKU11366,Grocery,3.84,5.4,0.49,5.85,4.76,4.92,27,123,0,1.76,0
SKU11367,Grocery,3.13,4.75,3.93,4.3,4.53,4.75,55,333,0,0.91,1
SKU11368,PersonalCare,6.18,9.68,7.77,9.94,8.78,7.28,123,189,0,1.47,0
SKU11369,Grocery,5.78,9.79,7.05,9.22,8.28,7.36,79,88,0,1.47,1
SKU11370,PersonalCare,3.2,5.73,-8.42,5.24,4.02,3.93,84,123,0,2.13,0
SKU11371,Apparel,17.74,29.65,5.34,23.87,27.31,21.98,16,335,1,0.05,1
SKU11372,Grocery,4.29,7.51,1.36,6.55,5.64,7.8,23,178,0,1.13,0
SKU11373,Electronics,29.07,51.5,-3.0,40.7,52.22,42.05,40,261,1,0.07,1
SKU11374,Grocery,5.83,9.2,0.47,8.18,9.87,7.1,77,234,0,1.53,0
SKU11375,Apparel,10.76,14.8,6.57,15.8,13.71,16.94,15,62,1,0.04,0
SKU11376,Electronics,45.97,59.6,2.12,65.57,69.34,64.42,98,202,1,0.09,1
SKU11377,Apparel,4.35,5.42,-0.37,5.54,6.26,6.25,84,180,0,1.26,0
SKU11378,Grocery,5.81,9.24,-1.73,8.85,9.23,9.24,58,198,0,1.64,0
SKU11379,Grocery,3.08,5.4,0.57,4.7,4.54,4.05,39,122,1,0.07,1
SKU11380,Household,6.95,11.29,0.17,10.17,10.52,9.83,91,119,0,1.45,0
SKU11381,Apparel,27.11,41.96,-2.58,39.58,35.87,35.41,118,181,0,2.21,0
SKU11382,PersonalCare,2.51,4.36,-5.26,3.36,3.21,3.53,73,41,0,2.11,1
SKU11383,Grocery,5.19,8.32,-2.61,7.79,6.38,7.68,41,198,1,0.08,1
SKU11384,Household,12.91,19.2,2.4,21.61,20.73,18.18,38,197,1,0.02,0
SKU11385,PersonalCare,2.44,4.14,-7.79,3.23,3.73,3.43,30,312,1,0.05,1
SKU11386,Grocery,3.95,6.58,-2.72,5.52,6.11,5.54,53,282,1,0.04,0
SKU11387,Apparel,11.79,20.71,10.89,16.2,17.08,15.8,61,27,0,0.76,1
SKU11388,PersonalCare,3.73,6.29,3.46,5.13,5.57,5.08,35,264,0,2.28,1
SKU11389,Electronics,25.1,35.0,8.96,38.49,33.95,35.2,62,176,1,0.09,0
SKU11390,Grocery,4.86,8.59,5.47,8.0,7.5,6.61,47,302,1,0.1,1
SKU11391,Electronics,76.53,114.81,5.58,125.7,101.56,105.48,26,345,0,0.58,1
SKU11392,Grocery,2.11,2.57,4.41,2.75,2.99,2.88,91,267,0,0.68,1
SKU11393,Grocery,2.28,3.71,-0.83,3.3,3.28,3.5,46,298,0,1.73,0
SKU11394,PersonalCare,8.72,12.81,2.33,12.25,12.2,13.12,29,209,1,0.09,0
SKU11395,Apparel,42.03,63.01,7.54,66.91,56.64,56.13,20,337,1,0.1,0
SKU11396,Grocery,1.73,2.89,2.53,2.83,2.61,2.66,34,49,1,0.06,1
SKU11397,Apparel,7.22,11.15,0.2,10.1,10.7,11.18,51,153,0,0.82,1
SKU11398,Electronics,27.46,39.07,1.13,34.5,40.22,39.35,27,105,0,1.11,0
SKU11399,Apparel,8.6,11.28,7.33,13.07,12.72,12.96,56,193,0,1.43,1
SKU11400,Apparel,23.84,37.71,-3.88,34.47,35.66,30.53,62,221,0,2.28,0
SKU11401,Apparel,8.77,13.68,9.04,13.65,12.43,10.88,56,211,1,0.09,1
SKU11402,Apparel,39.06,47.35,0.32,59.04,47.56,55.03,56,134,0,1.05,1
SKU11403,Grocery,4.34,6.09,0.62,6.38,6.56,6.67,64,255,0,1.99,1
SKU11404,Household,12.81,21.4,-0.55,17.58,15.64,20.66,41,314,1,0.06,1
SKU11405,Grocery,4.69,8.19,2.05,6.23,7.36,6.94,49,342,0,1.39,1
SKU11406,Grocery,2.18,3.51,1.77,3.36,3.28,2.92,43,153,0,1.76,0
SKU11407,Grocery,1.85,3.09,3.06,2.49,2.47,2.34,47,64,0,1.77,1
SKU11408,Household,12.41,18.27,-0.3,18.05,16.85,18.59,69,340,0,1.23,0
SKU11409,Grocery,6.16,8.23,-3.21,8.62,8.75,8.66,44,52,0,0.41,0
SKU11410,Grocery,4.29,6.17,-1.3,5.81,6.86,6.39,38,181,1,0.04,0
SKU11411,PersonalCare,6.04,8.52,-2.72,7.53,9.79,8.69,58,306,0,1.97,0
SKU11412,Grocery,3.69,6.02,-4.49,5.67,6.45,5.03,47,334,0,0.84,0
SKU11413,Household,8.92,13.39,3.15,14.79,14.12,10.67,21,18,1,0.05,0
SKU11414,Electronics,24.23,39.06,3.19,30.69,32.56,29.5,42,93,0,1.28,1
SKU11415,Grocery,3.62,6.01,-6.03,5.83,4.86,5.02,101,130,0,2.41,0
SKU11416,Household,8.06,11.73,-3.43,9.63,14.38,10.45,51,9,0,1.75,0
SKU11417,Grocery,1.55,1.96,5.52,2.43,2.63,2.15,73,117,0,0.41,1
SKU11418,PersonalCare,1.73,2.94,3.59,2.42,2.61,2.52,27,233,0,0.67,1
SKU11419,Grocery,3.12,5.36,6.45,4.58,5.36,4.66,58,37,0,1.28,1
SKU11420,Grocery,1.36,1.87,-2.32,1.9,1.78,1.67,55,301,1,0.04,0
SKU11421,Household,2.71,3.93,-8.21,4.84,4.78,3.76,31,317,0,0.96,0
SKU11422,Apparel,6.3,9.78,-5.7,9.0,9.78,9.05,48,328,0,0.51,1
SKU11423,PersonalCare,6.58,8.12,2.63,8.14,10.16,10.98,116,162,0,2.04,0
SKU11424,Household,7.85,10.94,-4.07,11.72,11.22,10.82,51,337,1,0.06,0
SKU11425,PersonalCare,6.24,10.71,7.29,10.25,7.89,7.26,34,57,0,0.42,1
SKU11426,Apparel,30.84,45.16,1.33,41.16,47.17,38.17,42,258,0,1.78,0
SKU11427,PersonalCare,7.66,12.51,3.05,12.18,13.92,12.32,37,149,1,0.03,0
SKU11428,PersonalCare,12.32,16.43,3.87,15.02,17.72,15.44,55,194,0,0.41,0
SKU11429,PersonalCare,6.57,11.8,5.76,10.78,9.1,9.58,68,317,0,1.63,1
SKU11430,Grocery,5.76,9.86,1.85,7.63,8.25,7.85,58,202,0,2.43,0
SKU11431,PersonalCare,12.47,19.45,2.94,19.39,18.56,16.32,41,306,1,0.04,0
SKU11432,Electronics,113.6,199.46,-6.28,175.2,151.63,149.14,77,330,0,2.08,1
SKU11433,Grocery,3.17,5.56,-3.27,5.05,4.98,4.86,64,38,0,1.37,0
SKU11434,Grocery,2.0,3.17,3.14,3.25,2.74,2.56,66,90,0,0.78,1
SKU11435,Grocery,3.6,6.0,1.93,5.57,6.03,6.14,47,190,0,0.66,0
SKU11436,Household,15.06,25.97,-0.23,20.22,19.22,18.7,37,15,0,1.49,1
SKU11437,Grocery,7.3,12.22,-1.79,10.14,11.82,10.85,46,203,0,0.51,0
SKU11438,Household,8.5,14.04,4.19,11.72,11.71,12.6,68,293,0,1.82,0
SKU11439,Grocery,4.17,6.29,2.24,6.18,6.27,5.64,51,227,0,1.72,0
SKU11440,Grocery,7.35,11.58,-0.2,10.08,11.19,9.23,63,154,0,2.3,0
SKU11441,Grocery,3.8,5.6,9.6,5.33,5.58,6.03,61,41,0,2.09,0
SKU11442,Grocery,4.8,6.94,0.15,7.36,6.83,6.84,52,37,0,1.27,0
SKU11443,PersonalCare,9.25,13.74,-1.54,15.28,15.37,11.94,81,117,1,0.09,0
SKU11444,Electronics,40.61,54.36,6.3,57.82,55.05,62.74,41,156,1,0.05,1
SKU11445,Electronics,30.28,36.96,-2.48,44.46,50.42,39.62,19,159,1,0.03,0
SKU11446,PersonalCare,18.98,28.93,-1.49,27.59,22.28,27.37,49,312,0,1.26,1
SKU11447,Electronics,34.28,53.56,2.84,50.24,51.85,43.91,65,236,0,1.54,0
SKU11448,PersonalCare,3.65,6.15,8.17,5.63,4.68,5.96,48,251,0,0.96,1
SKU11449,Electronics,39.92,65.39,-0.46,58.83,58.67,52.7,23,81,0,1.34,1
SKU11450,Household,8.62,12.1,-7.01,13.16,11.07,14.72,32,272,0,1.94,0
SKU11451,Apparel,16.05,24.94,6.1,23.35,21.32,22.48,16,168,0,2.47,0
SKU11452,Household,6.87,9.11,1.29,8.54,9.2,9.22,118,113,0,1.75,0
SKU11453,Grocery,4.42,5.83,5.31,6.4,6.15,5.45,63,250,0,0.57,1
SKU11454,Grocery,7.79,11.68,3.43,11.98,9.37,11.5,56,63,0,1.14,1
SKU11455,PersonalCare,5.14,8.85,6.62,7.04,7.75,7.52,80,149,0,0.55,1
SKU11456,Household,8.16,12.44,1.88,12.77,11.61,12.32,46,197,0,2.38,0
SKU11457,Apparel,26.86,32.71,-5.95,35.85,38.09,38.97,70,38,0,1.57,0
SKU11458,Household,5.0,8.67,1.04,7.1,7.57,7.01,88,294,1,0.07,1
SKU11459,Grocery,2.0,2.83,7.7,2.87,2.65,2.37,70,253,0,1.25,1
SKU11460,Electronics,32.53,44.87,8.55,40.0,48.55,45.09,49,281,0,2.0,0
SKU11461,Grocery,3.32,5.57,6.27,4.49,5.02,5.04,36,159,0,0.88,1
SKU11462,Apparel,21.29,35.08,2.32,27.81,34.85,34.99,63,63,1,0.04,1
SKU11463,Household,3.72,4.7,-3.05,5.26,5.99,5.67,100,186,0,1.52,0
SKU11464,Apparel,10.22,15.96,7.69,15.27,14.67,15.26,103,17,1,0.09,1
